manual_dx,manual_dy,ecc_dx,ecc_dy,residual_dx,residual_dy,residual_shift_m,ecc_correlation
1500.0,-1500.0,1913.9246,-1232.0336,-413.92456,-267.96643,493.09183,0.6365468999567744
